iter	Passed	Remaining
574	2524	1865
575	2530	1862
576	2533	1857
577	2536	1851
578	2539	1846
579	2542	1841
580	2545	1835
581	2548	1830
582	2551	1824
583	2554	1819
584	2557	1814
585	2559	1808
586	2562	1803
587	2565	1797
588	2567	1791
589	2570	1786
590	2573	1781
591	2576	1775
592	2578	1770
593	2581	1764
594	2584	1759
595	2587	1754
596	2590	1748
597	2593	1743
598	2596	1738
599	2599	1732
600	2602	1727
601	2605	1722
602	2608	1717
603	2611	1712
604	2614	1706
605	2617	1701
606	2620	1696
607	2623	1691
608	2627	1686
609	2630	1681
610	2635	1678
611	2640	1673
612	2645	1670
613	2650	1666
614	2655	1662
615	2659	1657
616	2663	1653
617	2670	1650
618	2675	1646
619	2685	1645
620	2692	1643
621	2710	1647
622	2718	1645
623	2722	1640
624	2731	1639
625	2739	1636
626	2743	1631
627	2747	1627
628	2751	1622
629	2754	1617
630	2756	1612
631	2759	1606
632	2762	1601
633	2765	1596
634	2768	1591
635	2771	1585
636	2773	1580
637	2776	1575
638	2779	1570
639	2782	1565
640	2785	1560
641	2788	1554
642	2790	1549
643	2793	1544
644	2797	1539
645	2800	1534
646	2803	1529
647	2805	1524
648	2808	1519
649	2812	1514
650	2815	1509
651	2817	1504
652	2821	1499
653	2823	1494
654	2826	1488
655	2830	1484
656	2833	1479
657	2836	1474
658	2839	1469
659	2842	1464
660	2846	1459
661	2849	1454
662	2852	1449
663	2855	1444
664	2858	1440
665	2862	1435
666	2865	1430
667	2869	1425
668	2872	1421
669	2875	1416
670	2879	1411
671	2885	1408
672	2894	1406
673	2901	1403
674	2910	1401
675	2923	1401
676	2928	1396
677	2932	1392
678	2935	1387
679	2938	1383
680	2944	1379
681	2948	1374
682	2952	1370
683	2955	1365
684	2958	1360
685	2961	1355
686	2964	1350
687	2967	1345
688	2969	1340
689	2973	1335
690	2975	1330
691	2979	1326
692	2985	1322
693	2990	1318
694	2993	1313
695	2996	1308
696	2999	1303
697	3002	1298
698	3005	1294
699	3008	1289
700	3011	1284
701	3014	1279
702	3017	1274
703	3020	1269
704	3023	1265
705	3026	1260
706	3029	1255
707	3031	1250
708	3034	1245
709	3038	1241
710	3041	1236
711	3044	1231
712	3047	1226
713	3050	1222
714	3055	1217
715	3060	1213
716	3065	1209
717	3071	1206
718	3086	1206
719	3094	1203
720	3103	1200
721	3109	1197
722	3118	1194
723	3123	1190
724	3127	1186
725	3137	1183
726	3142	1180
727	3150	1177
728	3156	1173
729	3161	1169
730	3163	1164
731	3167	1159
732	3170	1154
733	3173	1149
734	3175	1145
735	3178	1140
736	3182	1135
737	3184	1130
738	3187	1125
739	3190	1120
740	3192	1115
741	3195	1111
742	3199	1106
743	3202	1101
744	3204	1096
745	3207	1092
746	3210	1087
747	3214	1082
748	3217	1078
749	3220	1073
750	3223	1068
751	3226	1063
752	3229	1059
753	3232	1054
754	3235	1049
755	3238	1045
756	3241	1040
757	3243	1035
758	3246	1030
759	3249	1026
760	3252	1021
761	3256	1016
762	3259	1012
763	3262	1007
764	3265	1003
765	3268	998
766	3286	998
767	3297	996
768	3306	993
769	3314	990
770	3317	985
771	3320	980
772	3331	978
773	3335	974
774	3344	970
775	3346	966
776	3349	961
777	3352	956
778	3355	951
779	3358	947
780	3361	942
781	3364	937
782	3366	933
783	3369	928
784	3372	923
785	3375	918
786	3377	914
787	3380	909
788	3383	904
789	3385	899
790	3388	895
791	3391	890
792	3394	886
793	3397	881
794	3399	876
795	3403	872
796	3406	867
797	3409	863
798	3412	858
799	3415	853
800	3418	849
801	3421	844
802	3425	840
803	3427	835
804	3430	831
805	3433	826
806	3436	821
807	3439	817
808	3442	812
809	3445	808
810	3448	803
811	3450	798
812	3454	794
813	3457	789
814	3460	785
815	3464	781
816	3470	777
817	3475	773
818	3480	769
819	3486	765
820	3492	761
821	3500	757
822	3507	754
823	3514	750
824	3523	747
825	3528	743
826	3536	739
827	3541	735
828	3559	734
829	3565	730
830	3571	726
831	3574	721
832	3577	717
833	3580	712
834	3583	708
835	3586	703
836	3588	698
837	3591	694
838	3593	689
839	3596	685
840	3600	680
841	3602	676
842	3605	671
843	3608	667
844	3611	662
845	3615	658
846	3618	653
847	3621	649
848	3623	644
849	3626	640
850	3630	635
851	3633	631
852	3636	626
853	3639	622
854	3642	617
855	3646	613
856	3649	608
857	3651	604
858	3654	599
859	3657	595
860	3660	590
861	3663	586
862	3666	582
863	3669	577
864	3672	573
865	3675	568
866	3679	564
867	3682	560
868	3685	555
869	3688	551
870	3693	546
871	3731	547
872	3734	543
873	3737	538
874	3740	534
875	3743	529
876	3746	525
877	3750	521
878	3754	516
879	3758	512
880	3762	508
881	3764	503
882	3767	499
883	3770	494
884	3772	490
885	3776	485
886	3779	481
887	3781	476
888	3785	472
889	3788	468
890	3791	463
891	3794	459
892	3798	455
893	3801	450
894	3804	446
895	3808	442
896	3811	437
897	3814	433
898	3818	428
899	3821	424
900	3824	420
901	3827	415
902	3831	411
903	3834	407
904	3837	402
905	3840	398
906	3843	394
907	3846	389
908	3849	385
909	3852	381
910	3856	376
911	3860	372
912	3864	368
913	3868	363
914	3873	359
915	3878	355
916	3882	351
917	3896	348
918	3903	344
919	3911	340
920	3919	336
921	3927	332
922	3934	328
923	3938	323
924	3951	320
925	3956	316
926	3964	312
927	3972	308
928	3977	304
929	3981	299
930	3985	295
931	3987	290
932	3990	286
933	3993	282
934	3995	277
935	3998	273
936	4001	269
937	4004	264
938	4007	260
939	4010	255
940	4012	251
941	4016	247
942	4019	242
943	4021	238
944	4024	234
945	4027	229
946	4030	225
947	4034	221
948	4037	216
949	4040	212
950	4043	208
951	4045	203
952	4049	199
953	4051	195
954	4054	191
955	4057	186
956	4059	182
957	4062	178
958	4066	173
959	4068	169
960	4072	165
961	4074	160
962	4077	156
963	4081	152
964	4085	148
965	4089	143
966	4125	140
967	4129	136
968	4135	132
969	4139	128
970	4152	124
971	4156	119
972	4159	115
973	4162	111
974	4166	106
975	4169	102
976	4172	98
977	4174	93
978	4178	89
979	4181	85
980	4183	81
981	4186	76
982	4189	72
983	4192	68
984	4195	63
985	4198	59
986	4201	55
987	4204	51
988	4206	46
989	4210	42
990	4213	38
991	4216	34
992	4219	29
993	4222	25
994	4225	21
995	4229	16
996	4232	12
997	4235	8
998	4238	4
999	4242	0
